job_title,company,location,location,country,job_category,avg_salary_usd,seniority,skill_python,skill_r,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_sas,skill_spark,skill_aws,skill_azure,skill_machine_learning,skill_deep_learning,skill_statistics,skill_hadoop,skill_java,skill_scala,skill_git,skill_docker,skill_pandas,skill_numpy,skill_scikit,skill_tensorflow,skill_pytorch,skill_nlp,skill_data_visualization,skill_etl
Sr. Programmer Analyst - Big Data,Norgate Technology Inc,"Jersey City, NJ",NJ,USA,Data Engineer,72.0,Senior,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst - FHC - Family Support Center,NYU Family Health Centers,"Brooklyn, NY",NY,USA,Data Analyst,72.0,Senior,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst â Junior,"Staffigo Technical Services, LLC","New York, NY",NY,USA,Data Analyst,72.0,Junior,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Sr. Principal Metrics Analyst- Data Scientist,The Bank of New York Mellon,"New York, NY",NY,USA,Data Scientist/ML,72.0,Senior,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product & Pricing Data Analyst,HomeBridge Financial Services,"Iselin, NJ",NJ,USA,Data Analyst,72.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP Data Analyst,Sharp Electronics Corporation,"Montvale, NJ",NJ,USA,Data Analyst,72.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Analyst (E-commerce, Marketing)",JR Cigar/MC Management,"Whippany, NJ",NJ,USA,Data Analyst,72.0,Senior,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Clinical Data Designer (Sr. SDTM Programmer/Analyst),"Avacend, Inc.","Woodcliff Lake, NJ",NJ,USA,Other IT Role,72.0,Senior,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Senior Data Analytics Solutions Analyst with Security Clearance,Praescient Analytics,"New York, NY",NY,USA,Data Analyst,72.0,Senior,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
"JPSC-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",Avani Technology Solutions,"Brooklyn, NY",NY,USA,Data Analyst,72.0,Senior,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Billing Data Analyst,Care Design New York,"Bronx, NY",NY,USA,Data Analyst,72.0,Senior,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Data Analyst,ACT Consulting,"Parsippany, NJ",NJ,USA,Data Analyst,72.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Analyst,TekniSMart Solutions,"Franklin Lakes, NJ",NJ,USA,Data Analyst,72.0,Senior,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Senior Functional Analyst SAP Data design, SD/MM/PP",EVERSANA,"New York, NY",NY,USA,Other IT Role,72.0,Senior,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Analyst,HOUSING AUTHORITY OF THE COUNTY OF SALT LAKE,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,"CAO Group, INC","West Jordan, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,University of Utah,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Paladin Consulting Inc,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"SunTechPros, Inc.","Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
Data Analyst,"SGI Global, LLC","Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer / Data Analyst,HCL Global Systems,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
Junior Data Analyst,Abnormal Security,"Lehi, UT",UT,USA,Data Analyst,36.5,Junior,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Vimerse,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst : 20,Akraya Inc.,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Intelligence - Product Data Quality Analyst (DE - RefData) - Data as a Service,Goldman Sachs,"Salt Lake City, UT",UT,USA,QA/Test Engineer,36.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Engineer/Data Analyst (REMOTE/Eventually Onsite),Idexcel Inc.,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
Data Engineer/Analyst,SPECTRAFORCE TECHNOLOGIES Inc.,"Salt Lake City, UT",UT,USA,Data Engineer,36.5,Mid-Level,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
Quality Data Analyst,Easton Technical Products,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical Data Analyst/Architect,CIVICA INC,"Lehi, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Governance Analyst II,ENERBANK USA,"Salt Lake City, UT",UT,USA,Other IT Role,36.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Analyst,"VED Software Services, Inc.","Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
Senior Data Analyst,Ascential,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Senior,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,Artius Solutions,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analyst at Salt Lake City, UT",Vimerse,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,F5 Networks,"Draper, UT",UT,USA,Data Analyst,36.5,Senior,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist/Analyst - Noke,"Janus International Group, LLC","Lehi, UT",UT,USA,Data Scientist/ML,36.5,Mid-Level,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
Data Analyst - W2 candidate,ClientSolv Technologies,"American Fork, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,DrangKro Aerospace,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Senior,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
Marketing Coordinator / Data Analyst,POPi/o Mobile Video Cloud,"Sandy, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Resiliency LLC,"Salt Lake City, UT",UT,USA,Data Analyst,36.5,Senior,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
Financial Data Analyst,Vivint Solar,"Lehi, UT",UT,USA,Data Analyst,36.5,Mid-Level,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Operations (LREC) Incentives and Proficiency Data Analyst,YORKTOWN SYSTEMS GROUP INC,"Riverton, UT",UT,USA,Data Analyst,36.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Shape Security,"Draper, UT",UT,USA,Data Analyst,36.5,Senior,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a. Senior Data and Business Analyst,Connor Group,"Salt Lake City, UT",UT,USA,Business Analyst,45.0,Senior,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Fund Data Analyst,Vivint Solar,"Lehi, UT",UT,USA,Data Analyst,45.0,Mid-Level,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sr Python Data Analyst(no c2c) contract w2 only,"VED Software Services, Inc.","Salt Lake City, UT",UT,USA,Data Analyst,45.0,Mid-Level,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
TX Healthcare Data/Reporting Analyst,Abacus Service Corporation,"Salt Lake City, UT",UT,USA,Other IT Role,45.0,Mid-Level,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Robert Half,"Reedley, CA",CA,USA,Data Analyst,64.0,Mid-Level,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analyst, District Office - Accountability Office",TCOE,"Visalia, CA",CA,USA,Data Analyst,64.0,Mid-Level,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst (Kings County),"Public Health Foundation Enterprises, In","Hanford, CA",CA,USA,Data Analyst,64.0,Mid-Level,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tactical Data Link (TDL) Analyst,USfalcon,"Hampton, VA",VA,USA,Other IT Role,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Hampton University,"Hampton, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Science Analyst,Collins Consulting Inc,"Norfolk, VA",VA,USA,Other IT Role,56.0,Mid-Level,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Junior Data Analyst,Patient Advocate Foundation,"Hampton, VA",VA,USA,Data Analyst,56.0,Junior,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Data Analyst,"Staffigo Technical Services, LLC","Hampton, VA",VA,USA,Data Analyst,56.0,Junior,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Jr Data Analyst,"Orbis, Inc.","Portsmouth, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Analyst,NewGen Technologies,"Norfolk, VA",VA,USA,Other IT Role,56.0,Mid-Level,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst,"Bluemont Technology & Research, Inc.","Norfolk, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"ForKids, inc","Norfolk, VA",VA,USA,Data Analyst,56.0,Mid-Level,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"Staffigo Technical Services, LLC","Hampton, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,"Orbis, Inc.","Portsmouth, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Dunhill Professional Search,"Chesapeake, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Finance Data Analytics Analyst,Smithfield,"Smithfield, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence/Data Analyst with Security Clearance,Booz Allen Hamilton,"Suffolk, VA",VA,USA,Data Analyst,56.0,Mid-Level,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Research & Data Analyst,EVMS,"Norfolk, VA",VA,USA,Data Analyst,56.0,Mid-Level,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Metrics & Data Analyst,"Epsilon Systems Solutions, Inc.","Norfolk, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tactical Data Link (TDL) Analyst-,Oasis Systems,"Hampton, VA",VA,USA,Other IT Role,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst- Secret Clearance-,Counter Threat Solutions,"Norfolk, VA",VA,USA,Data Analyst,56.0,Senior,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst Junior,"Staffigo Technical Services, LLC","Hampton, VA",VA,USA,Data Analyst,56.0,Junior,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
HQ Data Analyst,ITA International,"Newport News, VA",VA,USA,Data Analyst,56.0,Mid-Level,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
USMTF Data Analyst,Oasis Systems,"Hampton, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mid Data Analyst,"Orbis, Inc.","Portsmouth, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Data Business Analyst,Ferguson Experienced,"Newport News, VA",VA,USA,Business Analyst,56.0,Mid-Level,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Retail Data Quality Analyst,Liberty Source,"Hampton, VA",VA,USA,QA/Test Engineer,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USMTF Data Analyst with Security Clearance,"Oasis Systems, LLC","Hampton, VA",VA,USA,Data Analyst,56.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Strategy Analyst (SDSA),National Capitol Contracting (NCC),"Norfolk, VA",VA,USA,Other IT Role,56.0,Senior,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Analyst - Va Beach - VA with Security Clearance,Occam Solutions Inc,"Virginia Beach, VA",VA,USA,Data Analyst,56.0,Mid-Level,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Configuration and Data Management (C&DM) Analyst,Analytical Mechanics Associates,"Hampton, VA",VA,USA,Other IT Role,56.0,Mid-Level,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jr Management Analyst (Data Management),"GStek, Inc.","Yorktown, VA",VA,USA,Other IT Role,56.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,"Orbis, Inc.","Portsmouth, VA",VA,USA,Data Analyst,56.0,Senior,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tactical Data Link (TDL) Analyst,Oasis Systems,"Hampton, VA",VA,USA,Other IT Role,80.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Business Analyst - FacilitySource,CBRE,"Chesapeake, VA",VA,USA,Business Analyst,80.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acoustics Data Analyst/Flight Test Engineer,Analytical Mechanics Associates,"Hampton, VA",VA,USA,Data Analyst,80.5,Mid-Level,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,"Bluemont Technology & Research, Inc.","Norfolk, VA",VA,USA,Data Analyst,80.5,Senior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst- Secret Clearance,Counter Threat Solutions,"Norfolk, VA",VA,USA,Data Analyst,80.5,Senior,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Data Management Analyst (SDMA),National Capitol Contracting (NCC),"Norfolk, VA",VA,USA,Other IT Role,80.5,Senior,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - Senior Consultant,Guidehouse,"Norfolk, VA",VA,USA,Data Analyst,80.5,Senior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Warehouse Programmer/Analyst,AXSEUM Inc,"Fort Eustis, VA",VA,USA,Other IT Role,80.5,Mid-Level,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst (Navy) - Mid and Junior Level,"Tamayo Federal Solutions, LLC","Portsmouth, VA",VA,USA,Data Analyst,80.5,Junior,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analyst - Senior Consultant - Norfolk, VA with Security Clearance",Guidehouse,"Norfolk, VA",VA,USA,Data Analyst,80.5,Senior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Program Analyst - AIS/Maintenance Data System Coordinator,"Epsilon Systems Solutions, Inc.","Norfolk, VA",VA,USA,Other IT Role,80.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSC Logistics Data Analyst,CACI International,"Norfolk, VA",VA,USA,Data Analyst,80.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst (Navy) - Mid Level,"Tamayo Federal Solutions, LLC","Portsmouth, VA",VA,USA,Data Analyst,80.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence & Data Analyst,PROSOFT,"Norfolk, VA",VA,USA,Data Analyst,80.5,Mid-Level,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sr Data Business Analyst - FacilitySource,FacilitySource,"Chesapeake, VA",VA,USA,Business Analyst,80.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst (Navy),"Tamayo Federal Solutions, LLC","Portsmouth, VA",VA,USA,Data Analyst,80.5,Senior,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NIWC Service Desk Analyst Component Enterprise Data Center (CEDC with Security Clearance,Universal Consulting Services,"Norfolk, VA",VA,USA,Other IT Role,80.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NIWC Service Desk Analyst Component Enterprise Data Center (CEDC).,"Universal Consulting Services, Inc.","Norfolk, VA",VA,USA,Other IT Role,80.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Junior Data Analyst,"Staffigo Technical Services, LLC","Gainesville, FL",FL,USA,Data Analyst,42.0,Junior,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,"Staffigo Technical Services, LLC","Gainesville, FL",FL,USA,Data Analyst,42.0,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,University of Florida,"Gainesville, FL",FL,USA,Data Analyst,42.0,Mid-Level,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AvMed Data Governance Analyst,AvMed Health Plans,"Gainesville, FL",FL,USA,Other IT Role,42.0,Mid-Level,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Management Analyst II,Shands Jacksonville,"Alachua, FL",FL,USA,Other IT Role,42.0,Mid-Level,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst Junior,"Staffigo Technical Services, LLC","Gainesville, FL",FL,USA,Data Analyst,42.0,Junior,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Data Analyst â Junior,"Staffigo Technical Services, LLC","Gainesville, FL",FL,USA,Data Analyst,42.0,Junior,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
IT Analyst III Data Systems,Shands Jacksonville,"Gainesville, FL",FL,USA,Other IT Role,42.0,Mid-Level,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Product Data Analyst,Stamps.com,"El Segundo, CA",CA,USA,Data Analyst,79.0,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Analyst,Headspace,"Santa Monica, CA",CA,USA,Data Analyst,79.0,Senior,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analytics Insights Analyst,Neustar,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst,Wellth Inc.,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Data Analyst,People Tree,"Hermosa Beach, CA",CA,USA,Data Analyst,79.0,Mid-Level,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Data Analyst,"Staffigo Technical Services, LLC","Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Product Data & Insights Analyst,Ruggable,"Gardena, CA",CA,USA,Other IT Role,79.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Survey Data Analyst,First Professional Services,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Data Analyst,Steady,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Senior,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Analyst,"ConsultNet, LLC","Burbank, CA",CA,USA,Data Analyst,79.0,Mid-Level,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,Signal Sciences,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data and Policy Analyst - Statistical Programmer,Acumen,"Los Angeles, CA",CA,USA,Other IT Role,79.0,Mid-Level,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,HireTalent,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Analyst, Marketing",Dave,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Senior,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Expertise LLC,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Lorven Technologies Inc,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,Eleven Recruiting - CHURN,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Data Analyst,ICONMA,"Culver City, CA",CA,USA,Data Analyst,79.0,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,HITRECORD,"Los Angeles, CA",CA,USA,Data Analyst,79.0,Mid-Level,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
