job_title,company,location,country,job_category,avg_salary_lpa,min_salary_lpa,max_salary_lpa,avg_experience,min_experience,max_experience,seniority,skill_python,skill_java,skill_javascript,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_react,skill_angular,skill_aws,skill_azure
Relationship Manager SME,Profile HR Consultants Pvt Ltd.,Mumbai,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Event Co-ordinator (project for 6 Months),Network18 Media and Investments Ltd.,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Yes Bank - Social Urban Infra Banking - SM / AVP / VP / SVP,Jobs Navigator,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Culinary Associate,Marriott,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Divisional Training Manager,Abbott Healthcare Pvt. Ltd,Mumbai,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
General Insurance/banca,Orange Corporate Solutions,Mumbai,India,Other IT Role,1.5,3.0,0.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Area Sales Manager (E Com),Capital Float,Mumbai,India,Other IT Role,,,,6.5,6.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Immediate job Opening for Sales Co-ordinator at Mumbai Suburbs,future biz,Mumbai,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Research Associate Pharma F&D - Pharma Solid Oral Dosage Forms,Team Player HR Solutions,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Group Head - TV Ad Sales,Aspiration,Mumbai,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Calypso Technology India Pvt. Ltd.,Mumbai,India,Software Engineer,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager Sales & Service.,SHINE HR MANAGEMENT,Mumbai,India,Other IT Role,,,,8.5,7.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ODI / Oracle Data Integrator,SP Staffing Services Private Limited,Bangalore,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Openings For Team Leader for a Branded BPO,PIONEER CALLNET TRAINING and PLACEMENT,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Senior,0,0,0,0,0,0,0,0,0,0,0
equity rm relationship manager,Smart4talent,Mumbai,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Performance Testing_Mumbai_7 to 9 Yrs,Capgemini,Mumbai,India,QA/Test Engineer,,,,8.0,7.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Application Owner (Business analyst) - VP,Yes Bank Ltd,Mumbai,India,Business Analyst,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager - Corporate Development,Citius IT Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Reporting and Analyitcs Manager | Mystery Shopping Company,Unnati,Mumbai,India,Other IT Role,4.5,9.0,0.0,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Attunity CDC Consultant Contract to Hire-mumbai,SKYONNTECHNOLOGIES PRIVATE LIMITED,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Brand Manager,Seven Consultancy,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Solution Architect/Senior Solution Architect IBM IIS Datastage,Citius IT Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Structural Design Engineer-offshore,Coastal Marine Construction Engineering Ltd.,Mumbai,India,Other IT Role,14.5,4.0,25.0,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Art Director | Largest Online Wellness E-commerce Co,Unnati,Mumbai,India,Other IT Role,,,,7.0,6.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Executive,Team Management Services,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Security Governance,Capgemini,Mumbai,India,Security Engineer,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
PURE DAY Shift Job for Customer Service Process,PIONEER CALLNET TRAINING and PLACEMENT,Mumbai,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP WM- Warehouse Management Consultants,Capgemini,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Executive Assistant to CEO - Fire & Protection Industry - Santacruz,Re-route Dreams Consultancy LLP,Mumbai,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Executive Assistant - Leading NGO ( Thane),Quotient Consultancy,Mumbai,India,Other IT Role,3.5,7.0,0.0,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Hiring for Receptionist_5 Days a Week_mumbai,Skill Groomers Management Services Pvt. Ltd,Mumbai,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Duck Creek Developer with CMM Leve5 @ Mumbai/pune Location,Quess Corp Ltd.,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager- Pricing (Actuarial),Cigna TTK Health Insurance Company Limited,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Career Manager,WLC College India Ltd,Mumbai,India,Other IT Role,,,,6.0,2.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
MANAGER BUSINESS DEVELOPMENT AND SALES (TYRE),Lanxess India Pvt. Ltd,Thane,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Fundraising Executive,Concern India Foundation,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ORACLE ADF_DEV/ SR DEV/ LEAD,Arminus Software Pvt. Ltd,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Module Lead - Web Development,INTERACTCRM,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Epic Consultant (Clarity / Cogito),Citius IT Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Engineer - GI Technology - Oracle and .Net,GI Technology Pvt Ltd,Mumbai,India,Software Engineer,1.5,3.0,0.0,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Opening for MBA/ PGDM Marketing Freshers,Career Catalysts HRC Pvt. Ltd.,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Product Manager/sr.product Manager,Glenmark Pharmaceuticals Ltd,Mumbai,India,Product Manager,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
TCoE - QA Lead / Manager,Bnp Paribas,Mumbai,India,QA/Test Engineer,,,,7.5,7.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Sr Software Engineer Python,staffio HR,Mumbai,India,Software Engineer,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ETL Developer (Team Lead/Tech Lead) - BWE,Bnp Paribas,Mumbai,India,Data Engineer,,,,5.0,3.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Pharmaceutical Formulations Packaging Development Officer - Exports,Team Player HR Solutions,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Opportunity for Python Scripting with a Renowned MNC into Manuf,Careernet Technologies Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
AGM /DGM,Aspiration,Mumbai,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
MARKETING EXECUTIVE,Seven Consultancy,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Hematology Solution Specialist,Abbott Healthcare Pvt. Ltd,Mumbai,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
NBE : Network Engineer L1 - Mumbai,Net Connect Pvt Ltd,Mumbai,India,Other IT Role,14000.0,14000.0,14000.0,2.0,2.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Counsellor Overseas Education/Admissions,THE SEARCH HOUSE,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Healthcare Consultant,Citius IT Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,12.5,10.0,15.0,Senior,0,0,0,0,0,0,0,0,0,0,0
PMO- Delivery Coordinating & Reporting,Capgemini,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Hiring TFS Professionals for Thane,NDS Infotech Ltd,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Finance Analyst,Forret India Private Limited,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ETL Admin - BWE,Bnp Paribas,Mumbai,India,Data Engineer,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Selenium Test Analyst,Capgemini,Mumbai,India,QA/Test Engineer,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager - Merger & Acquisitions,Keiretsu Consultancy Services (P) Ltd,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Opening for Quality Analyst for Branded BPO,PIONEER CALLNET TRAINING and PLACEMENT,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
RBL Bank - Project Manager Change Management - Manager,Jobs Navigator,Mumbai,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Developer,Hari Krishna Exports Pvt Ltd,Mumbai,India,Other IT Role,25.5,1.0,50.0,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Pl/sql Developer - Mumbai,Unitforce technologies Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Planning Assistant Engineer - Springs Manufacturer - Bhiwandi,Re-route Dreams Consultancy LLP,Mumbai,India,Backend Developer,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP ISU CS,Capgemini,Mumbai,India,Other IT Role,,,,10.0,8.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Relationship Manager (NBFC),staffio HR,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Healthcare Consultant - Life Sciences & Pharma,Citius IT Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,10.5,9.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Solaris Admin,Capgemini,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Active Duck Creek Developer,Bobtech Solutions Private Limited,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
UI Developer - Bangalore,Unitforce technologies Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Clarity Support,Capgemini,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Opening for AR / SR AR Callers,Bizmatics India Pvt Ltd,Mumbai,India,Other IT Role,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior test Analyst Automation Using Selenium (mumbai Candidates Only),Abyss Horizon Consulting P L,Mumbai,India,QA/Test Engineer,,,,5.5,3.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
SAP Ariba P2P,Capgemini,Mumbai,India,Business Analyst,,,,5.0,4.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Executive,Concern India Foundation,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
C Software Engineer - STAR IRD,Bnp Paribas,Mumbai,India,Software Engineer,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Head Accounts And Finance,Concern India Foundation,Mumbai,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Distributor Sales Representative,Seven Consultancy,Panvel,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Cluster Revenue Manager,HILTON WORLDWIDE,Mumbai,India,Other IT Role,,,,8.5,7.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ENTERPRISE ARCHITECT Oracle CRM Mumbai and Sweden,Capgemini,Mumbai,India,Other IT Role,,,,11.5,9.0,14.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Executive- Proactive & Real-time Assurance,Abyss Horizon Consulting P L,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Key Accounts Manager - Ip Telephony, Av/vc Conferencing/unified Commun",Prism Manpower Services,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
National Sales Manager - Retail Forex-for a Leading Private Sector ban,Waytogo Consultants Pvt Ltd,Mumbai,India,Other IT Role,,,,10.5,8.0,13.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Style Advisor for one of Leading Fashion E-commerce Store.,Lakshya Management Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Channel Manager,Benito Consultants,Mumbai,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Vice President Human Resources - Pharma Sales & Marketing Division,Team Player HR Solutions,Mumbai,India,Other IT Role,,,,22.5,20.0,25.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
quality analyst,Smart4talent,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Branch Manager,Team Management Services,Mumbai,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Relationship Officer (rbl) 2/11/2016,Waytogo Consultants Pvt Ltd,Mumbai,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Datastage Developer - IBM,Unitforce technologies Pvt. Ltd.,Mumbai,India,Other IT Role,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager - Franchisee Support,ICA Edu Skills Pvt. Ltd.,Bangalore,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Fashion Designer/ Location Kalyan (women's Western Wear), Female.",Re-route Dreams Consultancy LLP,Mumbai,India,UI/UX Designer,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant General Manager - Finance and Accounts,Menschen Consulting Pvt Ltd,Mumbai,India,Other IT Role,,,,7.0,6.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
US IT Recruiter,HEADHUNTERS HR PVT. LTD.,Mumbai,India,Other IT Role,2.0,4.0,0.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
PKI,Capgemini,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Openings- Business Analyst for GST Implementation( Banking Domain),Corrival Corporate Consultants,Mumbai,India,Business Analyst,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Marketing Managers,Ankit Bhatnagar Consultant,Mumbai,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Ethiraj Associates,Mumbai,India,Business Analyst,38.5,2.0,75.0,8.0,7.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Executive Assistant,HR Ace,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Logistic Manager,Team Management Services,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SBI SG Securities - Administration - Dy Manager,Jobs Navigator,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
DATA CONTROL SPECIALIST,Baker Hughes - The Network,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior sub -editor (News Desk),Scroll.in,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Senior,0,0,0,0,0,0,0,0,0,0,0
DotNET (Tech Leads),Learningmate Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,8.5,6.0,11.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Financial Reporting,HCAPITAL BUSINESS CONSULTING PRIVATE LIMITED,Mumbai,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Operations,BigTree Entertainment,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Opening for Java Tech lead in Airoli ( Navi Mumbai Location),PEOPLEEDGE BUSINESS SOLUTIONS PRIVATE LIMITED,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Sr. Customer Service Executive,Tata Communications Ltd,Mumbai,India,Other IT Role,,,,2.0,0.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Consultant_tax Tester for Transformation Project_exp (3-7 yrs),Vanguard Human Resource Consultant Pvt Ltd,Mumbai,India,QA/Test Engineer,2.0,4.0,0.0,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
National Sales Mgr- (dairy Business) for Pharma Company- Navi Mumbai,HRD House,Mumbai,India,Other IT Role,5.0,10.0,0.0,8.5,7.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Opening for Manager Business Training for Pharma Industry,Abyss Horizon Consulting P L,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Openings for Pure Day Shift @ Intelenet! Cont HR Jay: 9820704047,Intelenet Global Services Private Limited,Mumbai,India,Other IT Role,0.5,1.0,0.0,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
RSM- Channel Sales ( Mumbai ),Waytogo Consultants Pvt Ltd,Mumbai,India,Other IT Role,1.5,3.0,0.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Research Associate Bio-analytical - Bio-equivalence Study Center,Team Player HR Solutions,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Database Tester- 5 to 7 Years- Mumbai,Capgemini,Mumbai,India,QA/Test Engineer,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
R&D Engineer ( Mechanical ) - Tinting Dispensing Mechanical Equipments,Team Player HR Solutions,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Windows Engineer L2,Bobtech Solutions Private Limited,Mumbai,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SFDC Developement with CMM Level5 @ Mumbai/pune/kolkata/gurgaon,Quess Corp Ltd.,Mumbai,India,Other IT Role,,,,8.5,6.0,11.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Peoplesoft_Mumbai_3 to 5 Yrs,Capgemini,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager RA API,BIO JOBZ( Medulla Recruitment Services Pvt Ltd),Mumbai,India,Other IT Role,,,,8.5,6.0,11.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Deputy Manager / Manager - Contracts,Gammon India limited,Mumbai,India,Other IT Role,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
CUSTOMER SUPPORT EXECUTIVE,Seven Consultancy,Thane,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
GFS Program Manager,Capgemini,Mumbai,India,Other IT Role,,,,17.0,16.0,18.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ETL JAVA- SENIOR SOFTWARE ENGINEER / Lead,Mindpool Technologies Pvt Ltd.,Mumbai,India,Data Engineer,,,,3.5,2.0,5.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Engagement Manager for Mumbai & Noida,Abyss Horizon Consulting P L,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Analyst (RBI ADF Reporting),Clear2Pay India Pvt Ltd.,Mumbai,India,Business Analyst,,,,5.0,4.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Accounts Executive,INTRODUCTIONS TRADE SHOWS PVT. LTD.,Mumbai,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
HR Executive (walk in Interviews on 21/10/2016),ADROIT MANAGERS HR SOLUTIONS,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SEO Team Lead Jobs,Pulse Solutions,Mumbai,India,Other IT Role,,,,6.0,4.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Marketing Executive,HR Axis India Pvt Ltd.,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Lead QA/ Automation Lead QA Selenium,First Call H Resource P. Ltd,Mumbai,India,QA/Test Engineer,,,,9.5,7.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Manual Test Engineer ( Website / Mobile ) / Navi Mumbai / IT MNC,AERONUBE TECHNOLOGY PRIVATE LIMITED,Mumbai,India,Mobile Developer,,,,3.5,3.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Equity Dealer Cum Relationship Manager Required,Envision Human Talent Consulting,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Pega SE / SSE / Lead,Career Network,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Required Mobile Service Engineer-mumbai,OPPO Mobiles India Pvt. Ltd,Mumbai,India,Mobile Developer,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Client Servicing & Business Development,Job Search,Mumbai,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Java with ext JS,Bobtech Solutions Private Limited,Mumbai,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
FIELD SALES EXECUTIVE,Seven Consultancy,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
CA Fresher for Intercompany Chargeouts Process in Mumbai(uk Shift),Elixir Web Solutions Pvt. Ltd,Mumbai,India,Other IT Role,13.5,2.0,25.0,0.5,0.0,1.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Walkin @ HDFC Life for Deputy Manager - Risk Monitoring Control Unit,HDFC Std life,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Development,Concern India Foundation,Mumbai,India,Other IT Role,,,,5.0,4.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Lead Software Engineer - PHP,CeX WeBuy Entertainment Pvt.Ltd,Mumbai,India,Software Engineer,,,,6.5,5.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Project Manager (PMO/Governance) - BWE,Bnp Paribas,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Reliability Engineer,Bobtech Solutions Private Limited,Bangalore,India,Other IT Role,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Pl Sql,RATEIN INFOTECH (I) PVT. LTD.,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sox Audit,Forret India Private Limited,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Accounts Executive ( Only Male),Bonace Engineers Private Limited,Mumbai,India,Other IT Role,,,,5.5,4.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Finance Executive,Ushta te HR Consultancy Services LLP,Mumbai,India,Other IT Role,,,,2.0,0.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Social Media Optimizer Executive for Lalbaujgh Location,Job Search,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle Apps Project Accounting Functional,Capgemini,Mumbai,India,Other IT Role,,,,5.5,5.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Developer,BoxMySpace,Mumbai,India,Software Engineer,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Accountant,BoxMySpace,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Relationship Manager- Mutual Funds (bank Channel),Waytogo Consultants Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Am-channel Sales-retail-mumbai,Worlds Window Impex India Pvt. Ltd,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
